|-------Julian Day Number----------|---------ECI Position Vector (km)--------|---------ECI Velocity Vector (km/s)------|
|----------------------------------|-------------|-------------|-------------|-------------|-------------|-------------|
     2459684.245428                ,  4614.626,    -2330.347,    4398.591,         0.245,        6.874,        3.376
     2459684.245463                ,  4615.335,    -2309.711,    4408.694,         0.228,        6.883,        3.359
     2459684.245498                ,  4615.992,    -2289.048,    4418.746,         0.210,        6.892,        3.342
     2459684.245532                ,  4616.596,    -2268.359,    4428.747,         0.192,        6.901,        3.325
     2459684.245567                ,  4617.146,    -2247.644,    4438.698,         0.175,        6.909,        3.308
     2459684.245602                ,  4617.644,    -2226.904,    4448.597,         0.157,        6.918,        3.291
     2459684.245637                ,  4618.089,    -2206.138,    4458.446,         0.140,        6.926,        3.274
     2459684.245671                ,  4618.481,    -2185.346,    4468.243,         0.122,        6.935,        3.257
     2459684.245706                ,  4618.821,    -2164.530,    4477.989,         0.104,        6.943,        3.240
     2459684.245741                ,  4619.107,    -2143.688,    4487.683,         0.087,        6.951,        3.223
     2459684.245775                ,  4619.340,    -2122.823,    4497.326,         0.069,        6.959,        3.206
     2459684.245810                ,  4619.521,    -2101.933,    4506.918,         0.051,        6.967,        3.188
     2459684.245845                ,  4619.649,    -2081.018,    4516.457,         0.034,        6.975,        3.171
     2459684.245880                ,  4619.723,    -2060.080,    4525.945,         0.016,        6.983,        3.154
     2459684.245914                ,  4619.745,    -2039.119,    4535.381,         -0.002,        6.991,        3.137
     2459684.245949                ,  4619.714,    -2018.134,    4544.764,         -0.019,        6.999,        3.119
     2459684.245984                ,  4619.630,    -1997.126,    4554.096,         -0.037,        7.007,        3.102
     2459684.246019                ,  4619.493,    -1976.095,    4563.375,         -0.054,        7.014,        3.084
